Name,Area,Current Year,Crop Year,Crop Type,Tillage Type,Biomass Coefficient Product,Biomass Coefficient Straw,Biomass Coefficient Roots,Biomass Coefficient Extraroot,Nitrogen Content In Product,Nitrogen Content In Straw,Nitrogen Content In Roots,Nitrogen Content In Extraroot,Nitrogen Fixation,Nitrogen Deposit,Carbon Concentration,Yield,Harvest Method,Nitrogen Fertilizer Rate,Phosphorous Fertilizer Rate,Is Irrigated,Irrigation Type,Amount Of Irrigation,Moisture Content Of Crop,Moisture Content Of Crop Percentage,PercentageOfStrawReturnedToSoil,PercentageOfRootsReturnedToSoil,PercentageOfProductYieldReturnedToSoil,Is Pesticide Used,Number Of Pesticide Passes,Fuel Energy,Herbicide Energy,Fertilizer Blend,January Precipitation,February Precipitation,March Precipitation,April Precipitation,May Precipitation,June Precipitation,July Precipitation,August Precipitation,September Precipitation,October Precipitation,November Precipitation,December Precipitation,January Potential Evapotranspiration,February Potential Evapotranspiration,March Potential Evapotranspiration,April Potential Evapotranspiration,May Potential Evapotranspiration,June Potential Evapotranspiration,July Potential Evapotranspiration,August Potential Evapotranspiration,September Potential Evapotranspiration,October Potential Evapotranspiration,November Potential Evapotranspiration,December Potential Evapotranspiration,January Mean Temperature,February Mean Temperature,March Mean Temperature,April Mean Temperature,May Mean Temperature,June Mean Temperature,July Mean Temperature,August Mean Temperature,September Mean Temperature,October Mean Temperature,November Mean Temperature,December Mean Temperature,Province,Soil Great Group,Soil functional category,Bulk Density,Soil Texture,Soil Ph,Top Layer Thickness  (mm),Proportion Of Sand In Soil,Proportion Of Clay In Soil,Proportion Of Soil Organic Carbon,Change in soil carbon (delta_C_t) (kg C ha^-1),N2O Direct (kg N2O (ha)^-1),N2O Direct (Excluding Any Manure Not Applied) (kg N2O (ha)^-1),N2O Indirect (kg N2O (ha)^-1),N2O Indirect (Excluding Any Manure Not Applied) (kg N2O (ha)^-1),Energy CO2 (kg),Upstream CO2 (kg),Total_GHG
Farm45,37.415,2025,2021,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,0.907184,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,354.36,164.7,165.85,72.82,71.64,64.52,11.23,47.73,254.81,337.99,525.46,259.27,2.6337,1.4969,7.2922,46.2205,80.0548,123.7839,139.9835,100.3063,56.8481,22.9676,6.9289,0.6929,-0.1677,-2.4054,0.9945,5.4297,9.6313,16.388,18.1297,16.7106,12.3057,6.4071,3.172,-4.2994,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.3269,0.3269,0.0357,0.0357,4661.909,0,223.5898
Farm46,0.887,2025,2024,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,49.89512,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,233.85,107.52,118.63,80.58,61.33,61.59,22.33,76.52,58.39,185.71,204.03,227,9.6685,17.5082,37.5026,57.4276,88.1192,102.1155,142.7078,101.095,69.7916,35.8054,15.4413,12.1502,3.9123,5.1062,6.1529,7.3993,10.421,12.4263,16.9581,16.1787,13.7217,9.101,5.8363,5.4587,BritishColumbia,DystricBrunisol,Brown,1.35,Fine,4.9000001,90,0.48,0.1,25,0,0.0555,0.0555,0.0318,0.0318,110.5202,0,148.4329
Farm47,0.406,2025,2021,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,1376,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,Humisol,Brown,0.35,Medium,2.9000001,200,-0.09,-0.09,580,0,0.0684,0.0684,0.0333,0.0333,50.5876,0,152.3641
Farm47,0.306,2025,2021,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,217,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,221.58,172.89,89.02,52.03,51.06,37.66,3,41.68,176.79,189.31,432.48,203.93,8.3225,7.7107,28.8637,65.812,91.1174,129.9392,142.0149,103.2353,61.5361,28.8936,12.2983,3.8372,3.4168,1.1761,5.2184,8.963,12.099,18.1163,18.7794,17.7897,14.4643,9.0116,6.5133,-0.7368,BritishColumbia,Humisol,Brown,0.35,Medium,2.9000001,200,-0.09,-0.09,580,0,0.0672,0.0672,0.0329,0.0329,38.1276,0,151.9273
Farm48,0.922,2025,2025,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,1000,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,58.9,126.26,208.12,70.38,74.8,39.82,28.7,78.31,-2982.47,0,0,0,11.0232,10.4095,28.8873,69.2465,85.8619,104.4009,127.811,108.6262,43.6141,0,0,0,3.4871,2.5796,6.1545,9.2873,11.3774,14.1023,16.7655,18.9716,-142.7205,0,0,0,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0036,0.0036,0.0141,0.0141,114.8812,0,129.4321
Farm49,3.522,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,4580,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,125.37,117.6,72.91,125.75,34.16,33.94,20.56,33.83,57.46,121.99,144.51,211.92,11.6857,12.6577,35.7662,47.4431,109.2211,119.7772,140.1285,113.2192,71.7313,42.3619,18.6572,12.6454,5.1606,4.2443,6.051,8.2047,14.8861,15.6163,18.4529,18.9113,15.3977,11.4113,7.2537,6.7732,BritishColumbia,HumicGleysol,Brown,1.1,Medium,4.0999999,220,0.02,0.28,11,0,0.0296,0.0296,0.0228,0.0228,438.8412,0,138.9052
Farm50,2.793,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,136.0776,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,125.37,117.6,72.91,125.75,34.16,33.94,20.56,33.83,57.46,121.99,144.51,211.92,11.6857,12.6577,35.7662,47.4431,109.2211,119.7772,140.1285,113.2192,71.7313,42.3619,18.6572,12.6454,5.1606,4.2443,6.051,8.2047,14.8861,15.6163,18.4529,18.9113,15.3977,11.4113,7.2537,6.7732,BritishColumbia,HumicGleysol,Brown,1.1,Medium,4.0999999,220,0.02,0.28,11,0,0.0277,0.0277,0.0218,0.0218,348.0078,0,138.1135
Farm51,1.402,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,20,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,265.35,249.47,112.16,70,76.51,53.11,9.08,62.88,204.14,229.52,527.82,278.45,2.0709,0.8799,8.7616,44.9685,78.5303,122.7062,136.7013,97.6868,56.0605,20.6946,5.8086,0.7391,-0.6894,-2.9786,1.2058,5.2873,9.4174,16.1613,17.2542,15.8239,12.0877,5.7397,2.7743,-4.7387,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0.0189,0.1394,0.1394,0.0357,0.0357,174.6892,0,172.333
Farm51,1.402,2025,2022,Chickpeas,Reduced,0.28,0.42,0.187,0.113,0.0659,0.0239,0.011,0.011,0.7,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.13,13,100,100,2,No,0,1.78,0.23,Custom,265.35,249.47,112.16,70,76.51,53.11,9.08,62.88,204.14,229.52,527.82,278.45,2.0709,0.8799,8.7616,44.9685,78.5303,122.7062,136.7013,97.6868,56.0605,20.6946,5.8086,0.7391,-0.6894,-2.9786,1.2058,5.2873,9.4174,16.1613,17.2542,15.8239,12.0877,5.7397,2.7743,-4.7387,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.1394,0.1394,0.0357,0.0357,174.6892,0,172.4023
Farm51,1.402,2025,2022,DryPeas,Reduced,0.245,0.49,0.162,0.103,0.0704,0.0304,0.0225,0.0225,0,5,0.45,18,CashCrop,0,0,No,RainFed,0,0.13,13,100,100,2,No,0,1.78,0.23,Custom,265.35,249.47,112.16,70,76.51,53.11,9.08,62.88,204.14,229.52,527.82,278.45,2.0709,0.8799,8.7616,44.9685,78.5303,122.7062,136.7013,97.6868,56.0605,20.6946,5.8086,0.7391,-0.6894,-2.9786,1.2058,5.2873,9.4174,16.1613,17.2542,15.8239,12.0877,5.7397,2.7743,-4.7387,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,-2808.6828,4.6828,4.6828,1.0414,1.0414,174.6892,0,11985.8102
Farm51,1.402,2025,2022,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,15,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,265.35,249.47,112.16,70,76.51,53.11,9.08,62.88,204.14,229.52,527.82,278.45,2.0709,0.8799,8.7616,44.9685,78.5303,122.7062,136.7013,97.6868,56.0605,20.6946,5.8086,0.7391,-0.6894,-2.9786,1.2058,5.2873,9.4174,16.1613,17.2542,15.8239,12.0877,5.7397,2.7743,-4.7387,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.1395,0.1395,0.0357,0.0357,174.6892,0,172.4296
Farm51,0.068,2025,2021,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,2,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,265.35,249.47,112.16,70,76.51,53.11,9.08,62.88,204.14,229.52,527.82,278.45,2.0709,0.8799,8.7616,44.9685,78.5303,122.7062,136.7013,97.6868,56.0605,20.6946,5.8086,0.7391,-0.6894,-2.9786,1.2058,5.2873,9.4174,16.1613,17.2542,15.8239,12.0877,5.7397,2.7743,-4.7387,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,-0.0147,0.1394,0.1394,0.0357,0.0357,8.4728,0,172.4562
Farm51,0.068,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,20,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,265.35,249.47,112.16,70,76.51,53.11,9.08,62.88,204.14,229.52,527.82,278.45,2.0709,0.8799,8.7616,44.9685,78.5303,122.7062,136.7013,97.6868,56.0605,20.6946,5.8086,0.7391,-0.6894,-2.9786,1.2058,5.2873,9.4174,16.1613,17.2542,15.8239,12.0877,5.7397,2.7743,-4.7387,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0.022,0.1394,0.1394,0.0357,0.0357,8.4728,0,172.3216333
Farm51,0.359,2025,2022,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,9,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,265.35,249.47,112.16,70,76.51,53.11,9.08,62.88,204.14,229.52,527.82,278.45,2.0709,0.8799,8.7616,44.9685,78.5303,122.7062,136.7013,97.6868,56.0605,20.6946,5.8086,0.7391,-0.6894,-2.9786,1.2058,5.2873,9.4174,16.1613,17.2542,15.8239,12.0877,5.7397,2.7743,-4.7387,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.1395,0.1395,0.0357,0.0357,44.7314,0,172.4296
Farm51,0.172,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,11.85,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,265.35,249.47,112.16,70,76.51,53.11,9.08,62.88,204.14,229.52,527.82,278.45,2.0709,0.8799,8.7616,44.9685,78.5303,122.7062,136.7013,97.6868,56.0605,20.6946,5.8086,0.7391,-0.6894,-2.9786,1.2058,5.2873,9.4174,16.1613,17.2542,15.8239,12.0877,5.7397,2.7743,-4.7387,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0,0.1394,0.1394,0.0357,0.0357,21.4312,0,172.4023
Farm51,0.172,2025,2021,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,90,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,265.35,249.47,112.16,70,76.51,53.11,9.08,62.88,204.14,229.52,527.82,278.45,2.0709,0.8799,8.7616,44.9685,78.5303,122.7062,136.7013,97.6868,56.0605,20.6946,5.8086,0.7391,-0.6894,-2.9786,1.2058,5.2873,9.4174,16.1613,17.2542,15.8239,12.0877,5.7397,2.7743,-4.7387,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0.2207,0.1405,0.1405,0.0359,0.0359,21.4312,0,171.9479667
Farm51,0.216,2025,2022,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,118.7275293,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,265.35,249.47,112.16,70,76.51,53.11,9.08,62.88,204.14,229.52,527.82,278.45,2.0709,0.8799,8.7616,44.9685,78.5303,122.7062,136.7013,97.6868,56.0605,20.6946,5.8086,0.7391,-0.6894,-2.9786,1.2058,5.2873,9.4174,16.1613,17.2542,15.8239,12.0877,5.7397,2.7743,-4.7387,BritishColumbia,MelanicBrunisol,Brown,1,Medium,5.0999999,170,0.05,0.24,54.000001,0.0954,0.1395,0.1395,0.0357,0.0357,26.9136,0,172.0798
Farm52,11.259,2025,2020,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,6,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,556.39,165.22,147.87,61.46,108.79,119.11,57.96,80.42,147.38,207.73,327.09,335.42,3.2234,2.1885,7.9804,40.9308,83.5012,82.9187,111.595,105.3562,68.9753,27.8914,7.6658,3.8291,-0.3268,-0.4841,0.1455,5.2213,10.8216,12.407,15.6329,15.4829,14.8537,7.5858,2.78,0.8842,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.2255,0.2255,0.0357,0.0357,1402.8714,0,195.9076
Farm53,0.028,2025,2024,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,21600,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,367.06,170.21,177.95,136.13,111.52,116.47,30.34,117.44,108.2,311.49,280.47,314.62,4.4195,6.2474,20.7135,42.4848,77.2249,92.5367,141.984,100.2646,64.4383,26.6927,5.2754,3.8482,-1.0865,1.1393,2.3668,5.2073,9.72,12.2987,18.0584,16.8406,13.099,6.8961,1.433,1.439,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.3704,0.3704,0.0383,0.0383,3.4888,0,236.1751
Farm54,0.007,2025,2023,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,10,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,230.59,202.9,102.81,214.51,41.87,50.76,39.86,49.36,100.43,182.32,210.23,324.01,2.7058,2.3677,13.3664,29.1705,102.7883,114.8125,136.0628,109.4744,66.022,34.8434,8.2512,5.2343,0.0019,-1.0489,1.5839,4.141,13.2,14.313,17.2439,17.5661,12.965,8.6258,2.7983,2.2558,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0565,0.0565,0.0307,0.0307,0.8722,0,148.4056
Farm55,9.528,2025,2021,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,6,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,214.22,132.68,81.47,46.06,43.11,38.22,4.16,28.28,163.05,183.95,369.57,172.09,12.3909,12.4283,33.7562,68.95,93.654,129.4601,144.2629,105.6691,62.7162,31.3922,14.6432,6.7979,5.2974,3.4432,6.4358,9.6127,12.6484,17.7973,19.4481,18.7687,14.991,10.1558,7.7773,1.8752,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0555,0.0555,0.0304,0.0304,1187.1888,0,148.0507
Farm55,16.997,2025,2021,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,3,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,214.22,132.68,81.47,46.06,43.11,38.22,4.16,28.28,163.05,183.95,369.57,172.09,12.3909,12.4283,33.7562,68.95,93.654,129.4601,144.2629,105.6691,62.7162,31.3922,14.6432,6.7979,5.2974,3.4432,6.4358,9.6127,12.6484,17.7973,19.4481,18.7687,14.991,10.1558,7.7773,1.8752,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0555,0.0555,0.0304,0.0304,2117.8262,0,148.0507
Farm55,21.826,2025,2021,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,10,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,214.22,132.68,81.47,46.06,43.11,38.22,4.16,28.28,163.05,183.95,369.57,172.09,12.3909,12.4283,33.7562,68.95,93.654,129.4601,144.2629,105.6691,62.7162,31.3922,14.6432,6.7979,5.2974,3.4432,6.4358,9.6127,12.6484,17.7973,19.4481,18.7687,14.991,10.1558,7.7773,1.8752,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0555,0.0555,0.0304,0.0304,2719.5196,0,148.0507
Farm55,7.585,2025,2021,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,10,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,214.22,132.68,81.47,46.06,43.11,38.22,4.16,28.28,163.05,183.95,369.57,172.09,12.3909,12.4283,33.7562,68.95,93.654,129.4601,144.2629,105.6691,62.7162,31.3922,14.6432,6.7979,5.2974,3.4432,6.4358,9.6127,12.6484,17.7973,19.4481,18.7687,14.991,10.1558,7.7773,1.8752,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0555,0.0555,0.0304,0.0304,945.091,0,148.0507
Farm55,6.649,2025,2021,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,5,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,214.22,132.68,81.47,46.06,43.11,38.22,4.16,28.28,163.05,183.95,369.57,172.09,12.3909,12.4283,33.7562,68.95,93.654,129.4601,144.2629,105.6691,62.7162,31.3922,14.6432,6.7979,5.2974,3.4432,6.4358,9.6127,12.6484,17.7973,19.4481,18.7687,14.991,10.1558,7.7773,1.8752,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0555,0.0555,0.0304,0.0304,828.4654,0,148.0507
Farm55,6.649,2025,2021,OtherFieldCrops,Reduced,0,0,0,0,0.03325,0.00975,0.01,0.01,0,5,0.45,1,CashCrop,0,0,No,RainFed,0,0.1,10,100,100,2,No,0,1.78,0.23,Custom,214.22,132.68,81.47,46.06,43.11,38.22,4.16,28.28,163.05,183.95,369.57,172.09,12.3909,12.4283,33.7562,68.95,93.654,129.4601,144.2629,105.6691,62.7162,31.3922,14.6432,6.7979,5.2974,3.4432,6.4358,9.6127,12.6484,17.7973,19.4481,18.7687,14.991,10.1558,7.7773,1.8752,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,0,0.0555,0.0555,0.0304,0.0304,828.4654,0,148.0507
Farm56,31.767,2025,2021,BerriesAndGrapes,Reduced,0,0,0,0,0.007,0.02,0.01,0.01,0,5,0.45,100,CashCrop,0,0,No,RainFed,0,0.85,85,100,100,2,No,0,1.78,0.23,Custom,197.61,120.74,84.14,40.25,48.85,42.7,16.23,17.16,129.76,184.93,327.86,172.63,12.7218,11.9534,34.7498,68.8342,94.0166,129.9954,140.3159,106.7082,66.6744,33.3854,15.2293,6.2954,4.8448,3.0782,5.3403,8.322,10.7342,15.682,16.4135,16.3645,13.4213,9.0835,7.268,1.4913,BritishColumbia,DystricBrunisol,Brown,1,Fine,5.4000001,90,0.09,0.18,37,0,0.0492,0.0492,0.0292,0.0292,3958.1682,0,146.0032
Farm57,0.109,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,1.72,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,88.94,89.43,67,86.95,34.23,31.18,18.38,28.3,44.7,87.21,117.91,165.21,14.0926,15.2015,38.9205,53.9612,114.5442,119.2066,142.9165,114.5842,76.0451,44.224,21.5512,14.9175,5.9106,4.9468,6.3603,8.277,13.7239,14.324,16.8826,17.7655,14.892,11.4774,7.7917,7.4855,BritishColumbia,SombricBrunisol,Brown,1.4,Fine,4.5999999,200,0.58,0.04,25,0,0.0207,0.0207,0.0188,0.0188,13.5814,0,135.3835
Farm58,2.555,2025,2022,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,500,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,210.73,95.09,148.99,117.18,117.87,103.35,32.01,16.48,9.79,134.92,160.31,214.24,8.288,12.6047,32.4013,45.7845,66.9851,95.297,129.8455,123.1047,84.197,51.9207,8.7036,3.3842,2.9832,3.1957,6.3255,6.86,10.2577,15.1707,19.0368,20.1123,16.4103,13.3065,2.7317,-0.5055,BritishColumbia,Humisol,Brown,0.35,Medium,2.9000001,200,-0.09,-0.09,580,0,0.044,0.044,0.0289,0.0289,318.353,0,144.5017
Farm59,12.996,2025,2021,Oilseeds,Reduced,0.184,0.637,0.109,0.071,0.0615,0.007,0.01,0.01,0,5,0.45,100,CashCrop,0,0,No,RainFed,0,0.09,9,100,100,2,No,0,1.78,0.23,Custom,354.36,164.7,165.85,72.82,71.64,64.52,11.23,47.73,254.81,337.99,525.46,259.27,2.6337,1.4969,7.2922,46.2205,80.0548,123.7839,139.9835,100.3063,56.8481,22.9676,6.9289,0.6929,-0.1677,-2.4054,0.9945,5.4297,9.6313,16.388,18.1297,16.7106,12.3057,6.4071,3.172,-4.2994,BritishColumbia,HumoFerricPodzol,Brown,0.8,Medium,4.6999998,150,0.65,0.04,25,-1.1558,0.5464,0.5464,0.0564,0.0564,1619.3016,0,293.4023333
Farm60,2.133,2025,2022,Mustard,Reduced,0.842,0,0.096,0.062,0.015,0,0.02,0.02,0,5,0.45,4,CashCrop,0,0,No,RainFed,0,0.65,65,100,100,2,No,0,1.78,0.23,Custom,153.27,66.35,93.49,94.72,77.86,63.78,27.57,10.46,5.43,102.44,125.6,159.71,13.2259,18.8207,39.8039,54.8336,75.3769,100.8853,132.8192,125.3208,86.4715,53.308,18.2213,9.1275,4.9897,5.3989,7.4823,7.7587,10.3948,14.254,17.1603,18.6213,15.939,12.9697,5.7617,3.5497,BritishColumbia,SombricBrunisol,Brown,1.4,Fine,4.5999999,200,0.58,0.04,25,-935.3703,0.1376,0.1376,0.0897,0.0897,265.7718,0,3616.344
Farm60,2.133,2025,2022,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,40,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,153.27,66.35,93.49,94.72,77.86,63.78,27.57,10.46,5.43,102.44,125.6,159.71,13.2259,18.8207,39.8039,54.8336,75.3769,100.8853,132.8192,125.3208,86.4715,53.308,18.2213,9.1275,4.9897,5.3989,7.4823,7.7587,10.3948,14.254,17.1603,18.6213,15.939,12.9697,5.7617,3.5497,BritishColumbia,SombricBrunisol,Brown,1.4,Fine,4.5999999,200,0.58,0.04,25,0,0.0238,0.0238,0.0217,0.0217,265.7718,0,137.0215
Farm61,5,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,0,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,2.39,0.23,Custom,80.99,126.48,46.55,76.99,83.62,67.01,51,51.71,55.71,62.31,75.76,110.81,0.058,0,0,14.582,99.4217,111.2094,133.9733,105.5468,62.7298,25.7629,0.449,0.0475,-8.1742,-8.0404,-6.6426,0.6087,12.0074,14.508,17.6623,16.8671,11.2657,5.0665,-4.3433,-5.8916,BritishColumbia,Regosol,Black,0.2,Coarse,6.0999999,20,-0.09,-0.09,242.000008,0,0.0335,0.0335,0.0269,0.0269,836.5,0,183.7892
Farm62,0.458,2025,2023,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,882,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,88.94,89.43,67,86.95,34.23,31.18,18.38,28.3,44.7,87.21,117.91,165.21,14.0926,15.2015,38.9205,53.9612,114.5442,119.2066,142.9165,114.5842,76.0451,44.224,21.5512,14.9175,5.9106,4.9468,6.3603,8.277,13.7239,14.324,16.8826,17.7655,14.892,11.4774,7.7917,7.4855,BritishColumbia,LuvicGleysol,Brown,1,Fine,5.1999998,270,0.14,0.26,74.000001,0,0.021,0.021,0.0189,0.0189,57.0668,0,135.4927
Farm63,0.016,2025,2025,Vegetables,Reduced,0,0,0,0,0.02,0.02,0.01,0.01,0,5,0.45,18,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,2,No,0,1.78,0.23,Custom,49.05,104.66,184.12,48.65,55,34.35,30.95,37.18,-2988.57,0,0,0,13.259,11.854,33.0841,72.9557,94.5774,111.0151,135.2757,116.7781,42.4475,0,0,0,4.1297,3.4575,6.5545,9.097,10.7197,13.2173,15.1926,18.3403,-143.3737,0,0,0,BritishColumbia,SombricBrunisol,Brown,1.09,Fine,4.9000001,200,0.22,0.24,60,0,0.0031,0.0031,0.014,0.014,1.9936,0,129.2683
Farm64,0.009,2025,2025,SugarBeets,Reduced,0.626,0.357,0.01,0.007,0.01,0.029,0.01,0.01,0,5,0.45,113.398,CashCrop,0,0,No,RainFed,0,0.8,80,100,100,0,No,0,1.78,0.23,Custom,49.05,104.66,184.12,48.65,55,34.35,30.95,37.18,-2988.57,0,0,0,13.259,11.854,33.0841,72.9557,94.5774,111.0151,135.2757,116.7781,42.4475,0,0,0,4.1297,3.4575,6.5545,9.097,10.7197,13.2173,15.1926,18.3403,-143.3737,0,0,0,BritishColumbia,SombricBrunisol,Brown,1.09,Fine,4.9000001,200,0.22,0.24,60,-3773.5692,0.1271,0.1271,0.2219,0.2219,1.1214,0,14056.2974
